income_group,year,indicator_code,avg_value
Lower-middle-income,1993,diab_tx_std,22.566449818000002
Lower-middle-income,1993,htn_ctrl_crude,3.588
Lower-middle-income,1993,htn_ctrl_std,3.534
Lower-middle-income,1993,htn_tx_crude,14.375
Lower-middle-income,1993,htn_tx_std,14.932
Lower-middle-income,1994,diab_tx_crude,21.904426742000002
Lower-middle-income,1994,diab_tx_std,22.728260810000002
Lower-middle-income,1994,htn_ctrl_crude,3.681
Lower-middle-income,1994,htn_ctrl_std,3.64
Lower-middle-income,1994,htn_tx_crude,14.765999999999998
Lower-middle-income,1994,htn_tx_std,15.368
Lower-middle-income,1995,diab_tx_crude,22.026263593
Lower-middle-income,1995,diab_tx_std,22.896540053
Lower-middle-income,1995,htn_ctrl_crude,3.81
Lower-middle-income,1995,htn_ctrl_std,3.7739999999999996
Lower-middle-income,1995,htn_tx_crude,15.183
Lower-middle-income,1995,htn_tx_std,15.845999999999998
Lower-middle-income,1996,diab_tx_crude,22.154504273
Lower-middle-income,1996,diab_tx_std,23.071058066
Lower-middle-income,1996,htn_ctrl_crude,3.972
Lower-middle-income,1996,htn_ctrl_std,3.947
Lower-middle-income,1996,htn_tx_crude,15.640999999999998
Lower-middle-income,1996,htn_tx_std,16.349
Lower-middle-income,1997,diab_tx_crude,22.290983646
Lower-middle-income,1997,diab_tx_std,23.251668162999998
Lower-middle-income,1997,htn_ctrl_crude,4.155
Lower-middle-income,1997,htn_ctrl_std,4.135
Lower-middle-income,1997,htn_tx_crude,16.125999999999998
Lower-middle-income,1997,htn_tx_std,16.894000000000002
Lower-middle-income,1998,diab_tx_crude,22.430898944
Lower-middle-income,1998,diab_tx_std,23.43687639
Lower-middle-income,1998,htn_ctrl_crude,4.362
Lower-middle-income,1998,htn_ctrl_std,4.343999999999999
Lower-middle-income,1998,htn_tx_crude,16.65
Lower-middle-income,1998,htn_tx_std,17.472
Lower-middle-income,1999,diab_tx_crude,22.577415300000002
Lower-middle-income,1999,diab_tx_std,23.627220159
Lower-middle-income,1999,htn_ctrl_crude,4.593
Lower-middle-income,1999,htn_ctrl_std,4.6
Lower-middle-income,1999,htn_tx_crude,17.21
Lower-middle-income,1999,htn_tx_std,18.087
Lower-middle-income,2000,diab_tx_crude,22.732962929
Lower-middle-income,2000,diab_tx_std,23.821505456999997
Lower-middle-income,2000,htn_ctrl_crude,4.865
Lower-middle-income,2000,htn_ctrl_std,4.876
Lower-middle-income,2000,htn_tx_crude,17.805
Lower-middle-income,2000,htn_tx_std,18.744
Lower-middle-income,2001,diab_tx_crude,22.898486973
Lower-middle-income,2001,diab_tx_std,24.021368072999998
Lower-middle-income,2001,htn_ctrl_crude,5.166
Lower-middle-income,2001,htn_ctrl_std,5.184
Lower-middle-income,2001,htn_tx_crude,18.46
Lower-middle-income,2001,htn_tx_std,19.439
Lower-middle-income,2002,diab_tx_crude,23.072366742999996
Lower-middle-income,2002,diab_tx_std,24.226035868
Lower-middle-income,2002,htn_ctrl_crude,5.497999999999999
Lower-middle-income,2002,htn_ctrl_std,5.537000000000001
Lower-middle-income,2002,htn_tx_crude,19.156
Lower-middle-income,2002,htn_tx_std,20.198
Lower-middle-income,2003,diab_tx_crude,23.254475883
Lower-middle-income,2003,diab_tx_std,24.435965695
Lower-middle-income,2003,htn_ctrl_crude,5.881
Lower-middle-income,2003,htn_ctrl_std,5.931
Lower-middle-income,2003,htn_tx_crude,19.909000000000002
Lower-middle-income,2003,htn_tx_std,21.000999999999998
Lower-middle-income,2004,diab_tx_crude,23.442812104999998
Lower-middle-income,2004,diab_tx_std,24.648140351000002
Lower-middle-income,2004,htn_ctrl_crude,6.295
Lower-middle-income,2004,htn_ctrl_std,6.3629999999999995
Lower-middle-income,2004,htn_tx_crude,20.688000000000002
Lower-middle-income,2004,htn_tx_std,21.836
Lower-middle-income,2005,diab_tx_crude,23.637117673
Lower-middle-income,2005,diab_tx_std,24.86026275
Lower-middle-income,2005,htn_ctrl_crude,6.739
Lower-middle-income,2005,htn_ctrl_std,6.83
Lower-middle-income,2005,htn_tx_crude,21.488000000000003
Lower-middle-income,2005,htn_tx_std,22.679000000000002
Lower-middle-income,2006,diab_tx_crude,23.829197253000004
Lower-middle-income,2006,diab_tx_std,25.068430656
Lower-middle-income,2006,htn_ctrl_crude,7.197
Lower-middle-income,2006,htn_ctrl_std,7.307
Lower-middle-income,2006,htn_tx_crude,22.266
Lower-middle-income,2006,htn_tx_std,23.514
Lower-middle-income,2007,diab_tx_crude,24.016177228
Lower-middle-income,2007,diab_tx_std,25.272492702999998
Lower-middle-income,2007,htn_ctrl_crude,7.666
Lower-middle-income,2007,htn_ctrl_std,7.792999999999999
Lower-middle-income,2007,htn_tx_crude,23.016
Lower-middle-income,2007,htn_tx_std,24.311
Lower-middle-income,2008,diab_tx_crude,24.205244241
Lower-middle-income,2008,diab_tx_std,25.47487572
Lower-middle-income,2008,htn_ctrl_crude,8.121
Lower-middle-income,2008,htn_ctrl_std,8.28
Lower-middle-income,2008,htn_tx_crude,23.734
Lower-middle-income,2008,htn_tx_std,25.08
Lower-middle-income,2009,diab_tx_crude,24.398412222
Lower-middle-income,2009,diab_tx_std,25.677990175999998
Lower-middle-income,2009,htn_ctrl_crude,8.58
Lower-middle-income,2009,htn_ctrl_std,8.752
Lower-middle-income,2009,htn_tx_crude,24.418000000000003
Lower-middle-income,2009,htn_tx_std,25.808000000000003
Lower-middle-income,2010,diab_tx_crude,24.594363916000002
Lower-middle-income,2010,diab_tx_std,25.881361452
Lower-middle-income,2010,htn_ctrl_crude,9.032
Lower-middle-income,2010,htn_ctrl_std,9.235
Lower-middle-income,2010,htn_tx_crude,25.074
Lower-middle-income,2010,htn_tx_std,26.500999999999998
Lower-middle-income,2011,diab_tx_crude,24.790991333
Lower-middle-income,2011,diab_tx_std,26.083835866999998
Lower-middle-income,2011,htn_ctrl_crude,9.472000000000001
Lower-middle-income,2011,htn_ctrl_std,9.706
Lower-middle-income,2011,htn_tx_crude,25.671999999999997
Lower-middle-income,2011,htn_tx_std,27.148000000000003
Lower-middle-income,2012,diab_tx_crude,24.987145839
Lower-middle-income,2012,diab_tx_std,26.283687234
Lower-middle-income,2012,htn_ctrl_crude,9.933
Lower-middle-income,2012,htn_ctrl_std,10.196
Lower-middle-income,2012,htn_tx_crude,26.236
Lower-middle-income,2012,htn_tx_std,27.758000000000003
Lower-middle-income,2013,diab_tx_crude,25.174182053
Lower-middle-income,2013,diab_tx_std,26.476556525
Lower-middle-income,2013,htn_ctrl_crude,10.384
Lower-middle-income,2013,htn_ctrl_std,10.675
Lower-middle-income,2013,htn_tx_crude,26.761999999999997
Lower-middle-income,2013,htn_tx_std,28.326
Lower-middle-income,2014,diab_tx_crude,25.349966068
Lower-middle-income,2014,diab_tx_std,26.660593438
Lower-middle-income,2014,htn_ctrl_crude,10.814
Lower-middle-income,2014,htn_ctrl_std,11.145
Lower-middle-income,2014,htn_tx_crude,27.265
Lower-middle-income,2014,htn_tx_std,28.858
Lower-middle-income,2015,diab_tx_crude,25.523849484000003
Lower-middle-income,2015,diab_tx_std,26.834214739
Lower-middle-income,2015,htn_ctrl_crude,11.252
Lower-middle-income,2015,htn_ctrl_std,11.613
Lower-middle-income,2015,htn_tx_crude,27.755
Lower-middle-income,2015,htn_tx_std,29.362
Lower-middle-income,2016,diab_tx_crude,25.690541911
Lower-middle-income,2016,diab_tx_std,26.99548848
Lower-middle-income,2016,htn_ctrl_crude,11.699000000000002
Lower-middle-income,2016,htn_ctrl_std,12.092
Lower-middle-income,2016,htn_tx_crude,28.237
Lower-middle-income,2016,htn_tx_std,29.872
Lower-middle-income,2017,diab_tx_crude,25.853275513
Lower-middle-income,2017,diab_tx_std,27.152238452000002
Lower-middle-income,2017,htn_ctrl_crude,12.132
Lower-middle-income,2017,htn_ctrl_std,12.552999999999999
Lower-middle-income,2017,htn_tx_crude,28.678
Lower-middle-income,2017,htn_tx_std,30.333000000000002
Lower-middle-income,2018,diab_tx_crude,26.024294909
Lower-middle-income,2018,diab_tx_std,27.312329610000003
Lower-middle-income,2018,htn_ctrl_crude,12.635
Lower-middle-income,2018,htn_ctrl_std,13.089
Lower-middle-income,2018,htn_tx_crude,29.156999999999996
Lower-middle-income,2018,htn_tx_std,30.826
Lower-middle-income,2019,diab_tx_crude,26.206083407
Lower-middle-income,2019,diab_tx_std,27.481613063
Lower-middle-income,2019,htn_ctrl_crude,13.195
Lower-middle-income,2019,htn_ctrl_std,13.669
Lower-middle-income,2019,htn_tx_crude,29.663
Lower-middle-income,2019,htn_tx_std,31.324
Lower-middle-income,2020,diab_tx_crude,26.386765502
Lower-middle-income,2020,diab_tx_std,27.660231949
Lower-middle-income,2021,diab_tx_crude,26.567985927
Lower-middle-income,2021,diab_tx_std,27.849485231
Lower-middle-income,2022,diab_tx_crude,26.771249569000002
Lower-middle-income,2022,diab_tx_std,28.047892703
Not Classified,1990,diab_tx_crude,25.8628245
