who_region,year,indicator_code,avg_value
South-East Asia,1996,htn_tx_crude,15.719999999999999
South-East Asia,1996,htn_tx_std,16.16
South-East Asia,1997,diab_tx_crude,25.25309125
South-East Asia,1997,diab_tx_std,25.85520535
South-East Asia,1997,htn_ctrl_crude,4.68
South-East Asia,1997,htn_ctrl_std,4.675
South-East Asia,1997,htn_tx_crude,16.380000000000003
South-East Asia,1997,htn_tx_std,16.89
South-East Asia,1998,diab_tx_crude,25.5383945
South-East Asia,1998,diab_tx_std,26.16116315
South-East Asia,1998,htn_ctrl_crude,4.9799999999999995
South-East Asia,1998,htn_ctrl_std,4.965
South-East Asia,1998,htn_tx_crude,17.080000000000002
South-East Asia,1998,htn_tx_std,17.634999999999998
South-East Asia,1999,diab_tx_crude,25.830732949999998
South-East Asia,1999,diab_tx_std,26.46796735
South-East Asia,1999,htn_ctrl_crude,5.3100000000000005
South-East Asia,1999,htn_ctrl_std,5.32
South-East Asia,1999,htn_tx_crude,17.835
South-East Asia,1999,htn_tx_std,18.43
South-East Asia,2000,diab_tx_crude,26.1313618
South-East Asia,2000,diab_tx_std,26.775804549999997
South-East Asia,2000,htn_ctrl_crude,5.695
South-East Asia,2000,htn_ctrl_std,5.71
South-East Asia,2000,htn_tx_crude,18.615000000000002
South-East Asia,2000,htn_tx_std,19.259999999999998
South-East Asia,2001,diab_tx_crude,26.43469735
South-East Asia,2001,diab_tx_std,27.08521935
South-East Asia,2001,htn_ctrl_crude,6.08
South-East Asia,2001,htn_ctrl_std,6.125
South-East Asia,2001,htn_tx_crude,19.46
South-East Asia,2001,htn_tx_std,20.130000000000003
South-East Asia,2002,diab_tx_crude,26.73850375
South-East Asia,2002,diab_tx_std,27.394329149999997
South-East Asia,2002,htn_ctrl_crude,6.525
South-East Asia,2002,htn_ctrl_std,6.575
South-East Asia,2002,htn_tx_crude,20.35
South-East Asia,2002,htn_tx_std,21.06
South-East Asia,2003,diab_tx_crude,27.046236
South-East Asia,2003,diab_tx_std,27.70210695
South-East Asia,2003,htn_ctrl_crude,7.0200000000000005
South-East Asia,2003,htn_ctrl_std,7.08
South-East Asia,2003,htn_tx_crude,21.3
South-East Asia,2003,htn_tx_std,22.044999999999998
South-East Asia,2004,diab_tx_crude,27.353684750000003
South-East Asia,2004,diab_tx_std,28.002842750000003
South-East Asia,2004,htn_ctrl_crude,7.545
South-East Asia,2004,htn_ctrl_std,7.625
South-East Asia,2004,htn_tx_crude,22.275
South-East Asia,2004,htn_tx_std,23.05
South-East Asia,2005,diab_tx_crude,27.671114950000003
South-East Asia,2005,diab_tx_std,28.294192099999997
South-East Asia,2005,htn_ctrl_crude,8.1
South-East Asia,2005,htn_ctrl_std,8.205
South-East Asia,2005,htn_tx_crude,23.265
South-East Asia,2005,htn_tx_std,24.06
South-East Asia,2006,diab_tx_crude,27.985338050000003
South-East Asia,2006,diab_tx_std,28.569687549999998
South-East Asia,2006,htn_ctrl_crude,8.66
South-East Asia,2006,htn_ctrl_std,8.78
South-East Asia,2006,htn_tx_crude,24.23
South-East Asia,2006,htn_tx_std,25.044999999999998
South-East Asia,2007,diab_tx_crude,28.2770593
South-East Asia,2007,diab_tx_std,28.82617405
South-East Asia,2007,htn_ctrl_crude,9.24
South-East Asia,2007,htn_ctrl_std,9.365
South-East Asia,2007,htn_tx_crude,25.14
South-East Asia,2007,htn_tx_std,25.975
South-East Asia,2008,diab_tx_crude,28.5527432
South-East Asia,2008,diab_tx_std,29.067337449999997
South-East Asia,2008,htn_ctrl_crude,9.785
South-East Asia,2008,htn_ctrl_std,9.925
South-East Asia,2008,htn_tx_crude,25.99
South-East Asia,2008,htn_tx_std,26.830000000000002
South-East Asia,2009,diab_tx_crude,28.8096306
South-East Asia,2009,diab_tx_std,29.292033249999996
South-East Asia,2009,htn_ctrl_crude,10.309999999999999
South-East Asia,2009,htn_ctrl_std,10.455
South-East Asia,2009,htn_tx_crude,26.77
South-East Asia,2009,htn_tx_std,27.605
South-East Asia,2010,diab_tx_crude,29.045128
South-East Asia,2010,diab_tx_std,29.4988943
South-East Asia,2010,htn_ctrl_crude,10.809999999999999
South-East Asia,2010,htn_ctrl_std,10.955
South-East Asia,2010,htn_tx_crude,27.475
South-East Asia,2010,htn_tx_std,28.3
South-East Asia,2011,diab_tx_crude,29.25553
South-East Asia,2011,diab_tx_std,29.689315099999998
South-East Asia,2011,htn_ctrl_crude,11.285
South-East Asia,2011,htn_ctrl_std,11.425
South-East Asia,2011,htn_tx_crude,28.085
South-East Asia,2011,htn_tx_std,28.919999999999998
South-East Asia,2012,diab_tx_crude,29.44851245
South-East Asia,2012,diab_tx_std,29.8652143
South-East Asia,2012,htn_ctrl_crude,11.735
South-East Asia,2012,htn_ctrl_std,11.905
South-East Asia,2012,htn_tx_crude,28.635
South-East Asia,2012,htn_tx_std,29.455000000000002
South-East Asia,2013,diab_tx_crude,29.631210599999996
South-East Asia,2013,diab_tx_std,30.025537500000002
South-East Asia,2013,htn_ctrl_crude,12.165000000000001
South-East Asia,2013,htn_ctrl_std,12.34
South-East Asia,2013,htn_tx_crude,29.135
South-East Asia,2013,htn_tx_std,29.945
South-East Asia,2014,diab_tx_crude,29.8037469
South-East Asia,2014,diab_tx_std,30.172099300000003
South-East Asia,2014,htn_ctrl_crude,12.605
South-East Asia,2014,htn_ctrl_std,12.775
South-East Asia,2014,htn_tx_crude,29.610000000000003
South-East Asia,2014,htn_tx_std,30.385
South-East Asia,2015,diab_tx_crude,29.967200650000002
South-East Asia,2015,diab_tx_std,30.30483075
South-East Asia,2015,htn_ctrl_crude,13.025
South-East Asia,2015,htn_ctrl_std,13.194999999999999
South-East Asia,2015,htn_tx_crude,30.065000000000005
South-East Asia,2015,htn_tx_std,30.8
South-East Asia,2016,diab_tx_crude,30.11726815
South-East Asia,2016,diab_tx_std,30.422624250000002
South-East Asia,2016,htn_ctrl_crude,13.455000000000002
South-East Asia,2016,htn_ctrl_std,13.625
South-East Asia,2016,htn_tx_crude,30.494999999999997
South-East Asia,2016,htn_tx_std,31.22
South-East Asia,2017,diab_tx_crude,30.25806245
South-East Asia,2017,diab_tx_std,30.52976215
South-East Asia,2017,htn_ctrl_crude,13.89
South-East Asia,2017,htn_ctrl_std,14.044999999999998
South-East Asia,2017,htn_tx_crude,30.875
South-East Asia,2017,htn_tx_std,31.589999999999996
South-East Asia,2018,diab_tx_crude,30.39600125
South-East Asia,2018,diab_tx_std,30.629506600000003
South-East Asia,2018,htn_ctrl_crude,14.35
South-East Asia,2018,htn_ctrl_std,14.505
South-East Asia,2018,htn_tx_crude,31.294999999999998
South-East Asia,2018,htn_tx_std,31.975
South-East Asia,2019,diab_tx_crude,30.525611249999997
South-East Asia,2019,diab_tx_std,30.72879655
South-East Asia,2019,htn_ctrl_crude,14.865
South-East Asia,2019,htn_ctrl_std,14.985
South-East Asia,2019,htn_tx_crude,31.714999999999996
South-East Asia,2019,htn_tx_std,32.345
South-East Asia,2020,diab_tx_crude,30.649629599999997
South-East Asia,2020,diab_tx_std,30.830306200000003
South-East Asia,2021,diab_tx_crude,30.787610649999998
South-East Asia,2021,diab_tx_std,30.93947865
South-East Asia,2022,diab_tx_crude,30.9565251
South-East Asia,2022,diab_tx_std,31.055426899999997
Western Pacific,1990,diab_tx_crude,26.83788548275862
Western Pacific,1990,diab_tx_std,27.762735637931037
